avg_speed_ratio,trend,is_peak_hour,event_nearby,congested
0.844152375401914,0.33200771906968707,0,0,0
0.902062331722669,0.4044345141637322,0,0,0
0.23577560324298955,-0.33143394034810736,0,0,1
0.8189853239784732,0.20886404233594102,1,1,0
0.31771369777921454,-0.039694271509939094,0,0,1
0.7586098346394674,0.4189611574060509,1,1,0
0.4973299724800014,-0.01558280619834751,0,1,0
0.7662346381558895,-0.12112611355722303,0,0,0
0.3710593956063975,-0.20543488096983997,0,1,1
0.7159925751207963,0.4036214402281574,0,1,0
0.30041126964955245,-0.2738206965914718,1,1,1
0.3357964381254456,0.3277147916094866,0,1,0
0.6915695401316477,-0.3058125524220624,1,1,1
0.4694171933202886,0.14339685425349136,1,0,0
0.7630224584910468,-0.04893436027580378,0,1,0
0.7481275483221499,-0.39539132498332064,0,1,0
0.6973071922040628,-0.37406699568294766,1,0,0
0.7844324329874544,-0.21849085008433033,1,0,0
0.8351481925309312,0.2666516849540702,0,0,0
0.9291386259774592,0.2289400022656518,0,1,0
0.26441266358540816,-0.29487974859263266,0,1,0
0.6572392118227599,-0.023797805433100172,1,0,0
0.7990214668963207,-0.40301303732300475,1,0,0
0.3735531653359019,0.21594628618320277,0,0,0
0.4108969143815568,0.2933020350174008,1,1,1
0.41357147546833667,0.393512000037027,0,1,0
0.6578663771796146,0.3857459663901738,0,1,0
0.49293645477252784,-0.16210769285399407,0,1,1
0.7328757920972793,-0.24546616655997722,0,1,0
0.6881917455743491,0.3965893747463688,0,0,0
0.7256894664824389,-0.35399302518049014,1,1,1
0.4018540934473811,-0.4406559283073733,0,0,1
0.8138971006583975,-0.18575702197522548,0,1,0
0.7312284406149552,0.26030004391466277,0,0,0
0.3045196901051608,0.19419979215546346,1,1,1
0.3601382819272531,0.4870552790268564,1,0,1
0.4407721170451721,-0.1404664288920644,0,1,0
0.948833206270985,-0.2241526851431206,1,0,0
0.4610798908833867,-0.12179239075507342,0,0,0
0.2159032661322554,0.2822562614304541,0,1,1
0.31330059012707995,-0.2857000488788619,1,0,1
0.22573745892065028,0.4477479842464528,0,0,1
0.5222713953145732,0.012549332529695034,1,0,0
0.8377227207757632,0.2831449957744697,1,1,0
0.5603486244712027,0.3272618244839166,0,1,0
0.8711953078345174,-0.021184882662249938,1,1,0
0.23802345708858993,0.24137138040258688,1,1,1
0.5757782913158112,-0.13530567606453914,0,0,0
0.8296602977035368,0.31092801427320427,1,1,0
0.7397777741231606,0.3239030086174305,1,1,0
0.8822604297123735,0.06620581943841886,0,0,0
0.4190677791276601,-0.28185218412696267,0,1,0
0.600680637030439,0.4702231751803647,0,1,0
0.7415028626737825,0.44697987017524776,0,0,0
0.3347919649270301,0.11982054457933677,0,0,0
0.8526453717416296,0.48388100078102114,0,1,0
0.4491760406327783,0.0027962963912316896,1,1,1
0.2746458431325558,-0.12451562507396752,0,0,1
0.8125610325455686,-0.039496984230337207,1,0,0
0.7640143837855842,-0.45409298181449,1,1,0
0.9069438026275514,0.049121848191361894,0,1,0
0.9136597963496993,0.16623244056319741,1,1,0
0.422820627665262,-0.39048002626935097,1,1,1
0.7130902201742559,-0.2444024283038303,0,1,0
0.9992983969375937,0.22118410985081405,0,0,0
0.39504523876885766,0.29359017835886525,1,1,1
0.5783013348468945,0.48586704934444525,1,0,0
0.9281330917124069,-0.24677631410924894,1,0,0
0.28246371322127706,0.341439471664581,1,0,0
0.942599918044956,-0.32789703488583344,0,0,0
0.590524475649421,-0.36912160460135757,0,0,0
0.9144326308576014,0.22920358117562056,0,0,0
0.6970971286615041,-0.05412762855884601,0,0,0
0.7371484376184627,0.29392349834700104,0,0,0
0.8183886011423946,-0.21743520466560418,0,0,0
0.25370887358733446,-0.2868061229003014,0,0,1
0.7022146712317117,0.04879874382305016,1,0,0
0.939149795817487,-0.3846895253290692,1,1,1
0.9648989791679656,-0.22125078600850367,0,0,0
0.9746571552026821,-0.3337629885417114,1,0,0
0.7166663034143497,-0.17995270622755855,1,1,0
0.7066294784998921,0.2654987058515481,0,1,0
0.6419720534218349,-0.3792576627921538,0,0,0
0.6860426873213514,0.11186891917137076,1,0,0
0.6896943443065285,0.08476607048322637,0,0,0
0.23392661481735094,0.038130629167286156,0,0,1
0.2710970287467367,-0.01575239652643845,1,1,1
0.6955332574113995,0.1638606041882662,1,0,0
0.45137314403078826,0.35181065545575607,0,0,0
0.4411403880079206,-0.33796336165115903,1,1,1
0.35475251145197584,0.3141313223715929,1,1,1
0.8408559755472711,-0.43852435565594805,0,0,0
0.971462802976504,-0.01787555015729414,0,1,0
0.7022064025573087,0.011465520890859504,0,0,0
0.9563359164851377,-0.30241416838583746,0,1,0
0.9071073252083102,-0.4103268946434625,1,1,0
0.374341582746425,-0.4250890245380269,0,1,1
0.3228207209414971,-0.462766014956712,1,0,1
0.3692694284228907,0.0735930241189825,0,1,1
0.27696750709245993,-0.3445253894453941,1,0,1
0.666303333589567,0.3087047494299412,1,1,1
0.42612003427005035,0.3989527210333922,1,1,1
0.930333355801144,-0.20759183979988372,0,1,0
0.6907262185817886,-0.33553357002129136,1,1,1
0.4876884446149851,-0.09038812437991717,0,0,1
0.9877125055715053,0.3815702012845593,1,0,0
0.9625555967134962,-0.10018081665876777,0,1,0
0.8228921882473603,-0.39166370398637707,0,1,0
0.833346940351708,0.4846680927625059,1,1,0
0.981816105219592,-0.00032452878072841695,1,1,0
0.6803649781119683,-0.1576285288090883,1,1,0
0.9040158794654836,0.3936207898442049,0,0,0
0.25186217783999254,0.42740349387269294,1,0,0
0.6432500155634578,-0.003195533491343938,1,0,0
0.6020130715746597,-0.19328360620659213,1,0,0
0.23017908977667922,-0.017366180437843326,0,0,0
0.2695615882593065,-0.2807180488298129,0,1,1
0.21747113921349853,-0.02176190206106865,1,0,1
0.4352120035891571,-0.2705688943238954,0,0,1
0.24280898361302114,0.12220276107851091,0,1,0
0.5385277478086412,0.25988918106967995,1,1,0
0.8501971290983341,0.46942778827555487,0,0,0
0.6910638467491862,0.34257046930438373,0,0,0
0.7390319298373078,-0.41386515519344635,0,1,0
0.22520534968770872,-0.28847712005834114,1,0,1
0.8716210882046938,0.03169185787870554,0,1,0
0.3169523035063926,-0.242409005811001,1,0,1
0.4421207008259896,-0.4856347929166994,0,0,1
0.6134351159467092,0.25479094991102047,0,1,0
0.9439947448105268,-0.14222799241242923,0,0,0
0.9985193346987702,-0.43389996758013816,1,1,0
0.826128546897128,0.008836416522636337,0,1,0
0.7834513789819755,0.4772087131483904,0,1,0
0.6221458645696254,0.17853862642276097,0,1,0
0.7325018703993296,-0.34123388675732136,1,1,1
0.315539340342683,0.014295585929697263,0,1,0
0.4153568964598795,0.40172245489348557,0,1,0
0.9877142907976677,-0.4457563330479116,0,0,0
0.9836920185164308,0.1378932007649366,1,0,0
0.45837791573025044,0.2212729897808976,0,0,0
0.3928388580572475,0.20401169931450913,0,0,0
0.38361445985393483,-0.3498295814529152,1,1,1
0.5878915068033597,0.4072785317152614,1,1,1
0.3790132638328845,-0.17772866728692738,1,1,1
0.7187973060405555,-0.4482579766089949,1,1,1
0.2598558490831482,-0.41677906551745136,0,1,1
0.2829417779353814,-0.042422618200301465,1,0,1
0.4215474199486405,-0.4600179979209529,0,1,1
0.8219545867027427,0.2795525177682635,1,1,0
0.4586316312336096,0.365823505970318,1,0,0
0.5766534258270812,-0.48662682497869514,1,0,1
0.7252976368073452,0.31001350332724376,0,0,0
0.830831937578379,0.4812064690993978,1,1,1
0.44568721697972213,-0.46963183889425053,0,1,1
0.7847755289313778,0.22496724461961648,1,1,0
0.4288539234810661,0.499094078797637,1,0,0
0.7155729666932846,0.29711858629395427,1,0,1
0.5607041126357533,0.005357003035137642,1,1,1
0.941302255480482,0.38482297207312466,1,1,0
0.9856747089769018,0.20793242490253583,1,0,0
0.8192984861522337,-0.20754834953960366,1,1,0
0.9323714685147455,-0.27568021792273023,0,1,0
0.3092033936193529,0.012544392704620488,0,1,1
0.7235711660383317,-0.12700947597838963,1,0,1
0.3586943532579266,-0.1705320091919983,1,1,1
0.42157480397795866,-0.32207518327311513,0,0,1
0.6182585929725026,0.3452860031716979,0,0,0
0.7935898152351992,0.2050145006448767,1,0,0
0.7771952593563822,-0.16867853034125657,0,0,0
0.8955674735656347,-0.2623329184148132,0,1,0
0.6474198817012697,-0.37186208699136414,1,0,0
0.9410741227116592,-0.3874870453276471,0,1,0
0.9103108765495946,0.12547818521708987,0,0,0
0.8792459915843924,-0.39118282193307463,1,1,0
0.3836160862434794,0.46021262397696727,0,0,0
0.6251583945497573,-0.22086489838793322,1,1,1
0.7889892776348617,-0.4741951394181684,1,1,1
0.980882006275672,0.35532972384318484,1,0,0
0.20931781898968824,-0.1324126041496998,1,0,1
0.461691627156079,-0.15703411702504033,0,0,0
0.4738802020686788,-0.3813793881836167,0,1,1
0.43082765582548543,0.16042205821890831,0,1,0
0.8539394398103561,-0.14120662841056653,0,0,0
0.23605714931472327,0.3229945295667228,1,0,1
0.4875478000067707,0.13061830363012927,0,0,0
0.7693476866208282,0.3799123525939663,0,0,0
0.5253917752855868,0.12256115798807632,0,1,0
0.3152508669537995,0.2792782297197487,0,0,0
0.68868197820727,0.19653928490472516,0,1,0
0.618088189114895,-0.03740757535933381,0,0,0
0.9854710688926951,0.18867399196055124,0,1,0
0.7988209752969675,0.16361701755834335,1,0,0
0.9889407902765472,-0.49329638007387555,1,0,0
0.34908211289280133,0.19863793872785163,0,1,0
0.809276007422322,-0.23784049817715414,1,1,0
0.6413105757599333,0.041822822000030846,1,1,0
0.7700075993609741,-0.3886676115891451,1,0,0
0.5740411700063115,-0.4769774984276599,1,1,1
0.3699126557703336,-0.48488029122442977,1,1,1
0.23658933077209962,-0.3418054876270641,1,0,1
0.870630605861356,-0.48010749338984837,1,1,1
0.8518466788693275,-0.36760257914898153,1,0,0
0.3300317870290691,0.05917360535897431,1,0,1
0.7161447196350725,-0.09972716842700402,0,1,0
0.7901869604257292,0.48074812259065336,0,1,0
0.6460999963049525,0.3086943602172022,1,1,0
0.45378312247688424,-0.35322424551136955,1,1,1
0.9047567217486352,-0.08321060653894452,1,0,0
0.7139525100331445,-0.06902920343667929,1,0,0
0.7761740096110803,-0.1378832210487143,0,0,0
0.7216916236018656,-0.004410219324463838,0,0,0
0.7770309372680704,0.1698745454454652,1,1,0
0.31605371594755527,0.1408897156596528,0,1,0
0.9380755186490508,-0.14290083586644664,0,0,0
0.42864863836680134,0.2050456231485226,0,0,0
0.8692409784239663,-0.2105146013365674,0,0,0
0.9147073632775313,0.3354678442263802,0,0,0
0.720978885328033,0.4643720432640257,0,0,0
0.6786406096709962,-0.20526334555110481,1,0,0
0.28723856893726485,0.28468855277043126,0,1,0
0.5489769808637026,0.3134258038577272,0,1,0
0.6893155077185134,-0.009236625465121051,1,0,1
0.26549541798621823,-0.41225268834695583,0,0,1
0.2891696091820352,0.2861818900992841,0,0,1
0.9947850040857671,-0.09252176176748017,0,1,0
0.4657873207700757,-0.2919287244982479,1,0,1
0.47978598983293114,0.12665023256077945,1,1,0
0.4012233204799136,-0.06306189431923581,0,0,0
0.7168158155954216,-0.4124275513198179,0,0,0
0.5784607094454375,0.483674629066707,1,0,0
0.8323447658988035,-0.2553381297558547,0,0,0
0.6099958654846295,0.010965055479645547,0,0,0
0.21233278422697258,0.16728826173102374,1,1,1
0.5861499122614365,-0.38491063560130845,0,1,0
0.24414983247581967,0.23941009386075884,1,0,1
0.8614291043851419,0.1482888298391255,0,0,0
0.29092646798776056,-0.006247102693198281,1,0,0
0.37356321197265263,0.028329991668681,0,1,0
0.5679721942358631,0.4547950274403274,1,0,0
0.3561472443203316,0.410897837268964,0,0,0
0.6313759681576252,-0.3880166761287127,0,1,0
0.5685587395573642,-0.1312479469330995,1,1,1
0.9620180887338312,0.016771431769618594,1,1,0
0.27069885065969096,0.4199758459017815,0,0,0
0.6613856386148403,0.31656332945404586,1,1,0
0.776319687715187,-0.11351729700558588,1,0,0
0.3021016072446851,0.38621040551064545,1,0,0
0.7091697022059213,-0.12184220436787663,0,1,0
0.8913912433358611,-0.22880706419569052,0,0,0
0.8300445147425248,0.10989262655759946,1,1,0
0.9481365523432463,-0.14409824518519665,1,1,0
0.7764685573927559,0.12240755992258556,0,1,0
0.515189463737854,-0.09031592495477558,0,0,0
0.9363611076726488,0.295769139626882,1,1,0
0.3802854140918406,0.45431097337391324,0,1,0
0.6669618228200114,-0.2296908211285711,0,0,0
0.8125263560757354,0.010010084244281514,1,1,0
0.8978249335963833,0.2244324353025886,1,1,0
0.9332337048751282,-0.3414809047928503,1,0,0
0.26798051958589053,0.29590614807736837,0,1,0
0.7808473355633561,0.0829719616454273,0,1,0
0.3632834347528124,-0.3502594760879185,0,0,0
0.8232955531894803,0.36822958680408746,1,1,0
0.7605517855468871,-0.0732987404741906,1,1,0
0.3450818868802482,-0.3233806540753512,0,1,1
0.8662641379356228,-0.3046036356613496,1,1,0
0.5694310432148493,0.28550639976632497,1,0,0
0.635084921520835,0.4357161605849783,0,0,0
0.9771230028347735,-0.12175007774585067,0,1,0
0.7253004700154391,-0.4211719246927672,1,1,1
0.6708505160198219,-0.3991769205461426,0,0,0
0.21341021789101414,0.15447850919385098,1,0,1
0.35937186807515165,-0.1292482894103244,1,1,1
0.22125233683995021,-0.07386850265420641,0,1,1
0.46664994057291964,-0.16295262185156112,0,0,1
0.4756066824218591,-0.0344614340104219,0,1,0
0.6242640563134751,0.1435494528800647,1,0,0
0.751814757594014,0.04113916390478589,1,1,0
0.34347613751705053,-0.3357585758485224,0,1,1
0.6813235366477939,-0.008711348056196,0,1,0
0.9335810196231256,-0.03938694089365846,1,0,0
0.3480062849273663,0.04573724805364099,0,0,0
0.7272704242122912,-0.38932996895961614,0,0,0
0.2364713130015259,-0.3464728769572648,1,0,1
0.6249181074328993,0.030244178107946884,1,1,1
0.7932314056846237,-0.22456495745036664,1,1,0
0.2272334249521144,0.12903168871134696,1,0,1
0.4669323129140275,-0.1272486173208398,0,1,1
0.9023655883135915,-0.27926525233456423,1,1,1
0.38038383664003095,0.15639478832732834,0,1,0
0.7782996435165572,-0.10609233035748555,0,1,0
0.6897906191419958,-0.3423875294902754,0,0,0
0.33095013276759594,0.30880897927029005,1,0,1
0.793366011185465,-0.06824128805938556,1,1,1
0.6256647944257582,0.4150703397226435,1,1,0
0.2896206405810266,-0.30659907148459753,0,1,1
0.959497122612216,0.3763502346064732,0,1,0
0.5935696233148273,0.3159099706990691,1,0,1
0.7960646678424026,-0.39608417591176914,1,1,1
0.37416021242058844,0.0316813156503174,0,0,0
0.30974656752348173,0.15368286014644683,1,1,1
0.793045420903935,-0.004517805272745035,1,1,0
0.7390593428467056,-0.1097369158140643,1,1,0
0.419286150163114,0.44384212736370365,0,0,0
0.7970267484125724,0.20082085974221953,0,1,0
0.603993808814802,0.46586987756449094,1,1,0
0.478877805317925,0.34623031085319156,0,0,0
0.8295134539837283,0.31713139821615577,1,1,0
0.6934261980337664,0.22563229030000964,1,1,1
0.6058146927775973,0.1460792421452668,0,0,0
0.8184856774007705,0.3868620911123618,1,0,0
0.6358626878448075,0.11340977266306329,0,1,0
0.9508275463468709,-0.4247115990748084,1,0,0
0.8544445542299819,0.0825635189933015,0,1,0
0.4865500581921576,-0.3971648484132253,1,0,1
0.5719354004370067,0.4493010701224266,1,0,0
0.9658664549563107,0.14666897610128626,0,1,0
0.9161635158351333,0.055646283413356756,1,1,0
0.3529484301074492,-0.30217886726691223,0,0,0
0.41944306625867905,0.015767049874780392,1,1,1
0.49153641548957766,-0.1574689961706578,1,0,1
0.9038792289151232,0.17538616800864093,0,1,0
0.9419338495162115,0.10440979745935719,1,0,0
0.8418721926420794,-0.0006929099929413596,0,1,0
0.4205667568482097,-0.24725899855564915,1,0,1
0.9096518453081852,0.025743130401121528,1,1,0
0.2263049007525588,-0.03830311425477528,1,1,1
0.5382427847124145,0.3512658774623256,1,1,1
0.5021029058653901,0.394337341362785,0,0,0
0.628191684723659,0.2592491541084093,1,1,0
0.648512445787863,-0.18036004338768907,0,0,0
0.3803235894747672,-0.46191048958184633,1,1,1
0.363644562228605,0.42533595924387857,0,1,0
0.8428532734337242,0.49201225165866924,0,0,0
0.2609574382718749,-0.37297923767749197,1,0,1
0.5946288350896364,0.1856160237832024,1,0,0
0.3533171252781432,-0.07485346451027963,0,0,0
0.45565378009678215,-0.35147959516092053,0,1,0
0.42183553533760654,0.498101310965567,1,1,0
0.7668177807577632,0.43322885446177417,0,0,0
0.5648164826356395,0.48260887628271365,0,1,0
0.439553467556883,-0.3561037456298549,0,0,0
0.8650815983841642,-0.008075474677005423,0,0,0
0.2686361130326416,0.39577416332136406,0,1,0
0.8130885163789123,0.17515844577904072,0,1,0
0.3986502063202383,-0.06539819670841629,0,1,0
0.9344153781014262,0.016694240879577715,1,1,0
0.20444726829563908,-0.4613983952989438,0,0,1
0.6453306698874715,0.11151717681429218,0,1,0
0.697811987222075,0.35971551670026203,0,0,0
0.6618402661175203,-0.4972063734587181,1,0,1
0.85201223375921,-0.34003532235227596,0,0,0
0.289731206467049,0.017990122005321574,1,1,1
0.5324448034340674,0.06096432602086577,0,0,0
0.890989418415979,-0.156647654833574,0,1,0
0.9109882308231929,-0.4720655200054592,1,0,0
0.5986755225910124,0.24360009554983886,1,1,0
0.6463735150960639,-0.25707488175485704,0,0,0
0.8111267523919206,0.1445773019008013,0,1,0
0.8236883154389132,0.05914674107764728,1,1,1
0.9104650396046887,-0.06916191754007461,0,1,0
0.8750859193464344,0.09028950327836505,0,0,0
0.5315386502914354,0.1950387439706619,0,1,0
0.7198026611773254,0.07224431794596198,1,0,0
0.5865882062893872,0.05752543210268224,1,0,0
0.2943691731361054,-0.06392225314291333,1,0,1
0.8573447360040503,-0.06996547752788473,1,0,0
0.6814108237604054,-0.009034014970586202,0,0,0
0.24640416304473006,-0.04792208784396024,0,1,1
0.741494623207178,-0.06097541569298581,1,1,0
0.42648082871768145,-0.2896299287895865,1,0,1
0.2554121669733446,0.2248379210555691,0,0,1
0.6852711317469158,-0.3670475310904956,1,1,1
0.7857669233033948,0.408710422668323,1,0,0
0.6138274354571936,0.12484621077215863,1,1,0
0.20451861885607397,-0.4510993208767252,1,1,1
0.6615061895540828,0.1589986997482541,1,1,0
0.20528726025436797,-0.13848573849418278,0,0,1
0.9411266410376944,0.42976484438064533,1,0,0
0.4138441261800416,0.43607548648970795,0,1,0
0.8968052827976194,0.34592838185284647,1,1,0
0.20968743089349645,0.0678489019739521,1,0,1
0.27777320839373626,0.4191776913052113,0,1,1
0.5611266436821256,0.14980818907285876,1,1,1
0.8068859032421354,0.3751290554711104,1,1,0
0.9540493604005094,-0.33994680072885763,1,1,0
0.6168758521347439,0.40418031343120375,0,1,0
0.48436857093327695,0.16159069456546737,0,0,0
0.23564363193374485,-0.19672607686127697,1,0,1
0.6669675773909693,0.4978135271809002,0,1,0
0.504035011598827,0.1868839673544731,1,1,0
0.9273067877400327,0.4084160580207288,0,0,0
0.5840473782720006,-0.4944144790229825,0,0,0
0.8123575865038208,0.05233840954918578,1,0,0
0.8785684225719166,0.21253262357270297,0,1,0
0.27862208934220345,-0.4862631108812886,1,1,1
0.5526770462049959,0.2625592251228497,1,0,0
0.9149739448098497,0.1514481931676469,0,0,0
0.5395642386557533,-0.22524034640730362,1,0,1
0.6521234215739083,0.1889449463477486,1,0,0
0.8984831578390782,-0.36909896100305617,1,0,0
0.38607486935183416,0.32403719876880654,1,0,1
0.9156653302587707,0.36622511725850404,1,0,0
0.5176227369516924,-0.014523069721502746,0,1,0
0.6744266629272522,0.007442167948321532,0,1,0
0.4624315856526826,-0.09794563913364851,0,0,0
0.6216952430076721,-0.15466601479620012,0,1,0
0.23942864241800202,0.3728982788534476,0,1,0
0.2522079801910107,-0.19512682421246041,1,0,1
0.5317782095500685,-0.09714998814560827,1,0,1
0.4679615387468628,-0.20008370355548766,0,0,0
0.6926334482200867,0.15671276079272645,1,1,0
0.230328133635045,0.3142183311115826,1,1,1
0.33413493578951303,-0.3356641730558587,1,1,1
0.36767351530063375,-0.24525748410476822,0,0,1
0.5523934148238403,-0.3958922914712558,0,0,1
0.3974678099031622,-0.33981604297310786,0,0,0
0.31013014864618454,-0.09311837554428481,0,0,1
